session_id,user_id,timestamp,page_type,device_type,country,referral_source,time_on_page_seconds,items_in_cart,purchased,date,year,month,month_name,day,day_name,hour
session_2163,user_1046,2025-01-12 19:14:29,product_page,tablet,germany,direct,119.0,5.0,0,2025-01-12,2025,1,January,12,Sunday,19
session_2164,user_1308,2025-01-28 07:42:06,home,tablet,australia,direct,42.0,0.0,0,2025-01-28,2025,1,January,28,Tuesday,7
session_2165,user_1190,2025-04-09 19:31:15,home,mobile,usa,google,145.0,0.0,0,2025-04-09,2025,4,April,9,Wednesday,19
session_2166,user_1949,2025-05-16 14:33:23,home,tablet,france,google,17.0,0.0,0,2025-05-16,2025,5,May,16,Friday,14
session_2166,user_1949,2025-05-16 14:34:39,product_page,tablet,france,google,76.0,2.0,0,2025-05-16,2025,5,May,16,Friday,14
session_2167,user_2815,2025-04-16 13:05:53,home,desktop,australia,direct,91.0,0.0,0,2025-04-16,2025,4,April,16,Wednesday,13
session_2168,user_2132,2025-06-21 05:44:19,home,mobile,uk,google,55.0,0.0,0,2025-06-21,2025,6,June,21,Saturday,5
session_2168,user_2132,2025-06-21 05:45:45,product_page,mobile,uk,google,86.0,0.0,0,2025-06-21,2025,6,June,21,Saturday,5
session_2169,user_2399,2025-08-10 10:25:37,home,mobile,canada,email,121.0,0.0,1,2025-08-10,2025,8,August,10,Sunday,10
session_2169,user_2399,2025-08-10 10:27:26,product_page,mobile,canada,email,109.0,4.0,1,2025-08-10,2025,8,August,10,Sunday,10
session_2169,user_2399,2025-08-10 10:30:23,cart,mobile,canada,email,177.0,4.0,1,2025-08-10,2025,8,August,10,Sunday,10
session_2169,user_2399,2025-08-10 10:30:38,checkout,mobile,canada,email,15.0,4.0,1,2025-08-10,2025,8,August,10,Sunday,10
session_2169,user_2399,2025-08-10 10:32:55,confirmation,mobile,canada,email,137.0,0.0,1,2025-08-10,2025,8,August,10,Sunday,10
session_217,user_1814,2025-01-28 08:39:38,home,tablet,france,email,35.0,0.0,1,2025-01-28,2025,1,January,28,Tuesday,8
session_217,user_1814,2025-01-28 08:40:06,product_page,tablet,france,email,28.0,0.0,1,2025-01-28,2025,1,January,28,Tuesday,8
session_217,user_1814,2025-01-28 08:40:43,cart,tablet,france,email,37.0,5.0,1,2025-01-28,2025,1,January,28,Tuesday,8
session_217,user_1814,2025-01-28 08:42:26,checkout,tablet,france,email,103.0,5.0,1,2025-01-28,2025,1,January,28,Tuesday,8
session_217,user_1814,2025-01-28 08:44:16,confirmation,tablet,france,email,110.0,0.0,1,2025-01-28,2025,1,January,28,Tuesday,8
session_2170,user_2353,2025-04-03 13:20:11,home,mobile,uk,direct,143.0,0.0,1,2025-04-03,2025,4,April,3,Thursday,13
session_2170,user_2353,2025-04-03 13:22:31,product_page,mobile,uk,direct,140.0,3.0,1,2025-04-03,2025,4,April,3,Thursday,13
session_2170,user_2353,2025-04-03 13:22:57,cart,mobile,uk,direct,26.0,3.0,1,2025-04-03,2025,4,April,3,Thursday,13
session_2170,user_2353,2025-04-03 13:25:29,checkout,mobile,uk,direct,152.0,3.0,1,2025-04-03,2025,4,April,3,Thursday,13
session_2170,user_2353,2025-04-03 13:27:42,confirmation,mobile,uk,direct,133.0,0.0,1,2025-04-03,2025,4,April,3,Thursday,13
session_2171,user_2741,2025-03-18 19:21:32,home,desktop,usa,social media,177.0,0.0,0,2025-03-18,2025,3,March,18,Tuesday,19
session_2171,user_2741,2025-03-18 19:22:12,product_page,desktop,usa,social media,40.0,5.0,0,2025-03-18,2025,3,March,18,Tuesday,19
session_2172,user_1091,2025-02-20 05:53:26,home,tablet,usa,email,93.0,0.0,0,2025-02-20,2025,2,February,20,Thursday,5
session_2172,user_1091,2025-02-20 05:55:49,product_page,tablet,usa,email,143.0,1.0,0,2025-02-20,2025,2,February,20,Thursday,5
session_2173,user_1924,2025-06-22 01:13:58,home,tablet,canada,direct,178.0,0.0,0,2025-06-22,2025,6,June,22,Sunday,1
session_2173,user_1924,2025-06-22 01:16:11,product_page,tablet,canada,direct,133.0,0.0,0,2025-06-22,2025,6,June,22,Sunday,1
session_2174,user_2610,2025-03-14 10:14:14,home,mobile,uk,social media,36.0,0.0,0,2025-03-14,2025,3,March,14,Friday,10
session_2174,user_2610,2025-03-14 10:15:07,product_page,mobile,uk,social media,53.0,2.0,0,2025-03-14,2025,3,March,14,Friday,10
session_2174,user_2610,2025-03-14 10:16:35,cart,mobile,uk,social media,88.0,2.0,0,2025-03-14,2025,3,March,14,Friday,10
session_2175,user_2185,2025-05-26 11:10:01,home,mobile,germany,direct,174.0,0.0,0,2025-05-26,2025,5,May,26,Monday,11
session_2175,user_2185,2025-05-26 11:10:19,product_page,mobile,germany,direct,18.0,0.0,0,2025-05-26,2025,5,May,26,Monday,11
session_2175,user_2185,2025-05-26 11:10:59,cart,mobile,germany,direct,40.0,1.0,0,2025-05-26,2025,5,May,26,Monday,11
session_2176,user_1496,2025-03-09 09:24:55,home,mobile,uk,email,95.0,0.0,0,2025-03-09,2025,3,March,9,Sunday,9
session_2177,user_2348,2025-06-15 21:31:33,home,desktop,canada,google,133.0,0.0,0,2025-06-15,2025,6,June,15,Sunday,21
session_2177,user_2348,2025-06-15 21:31:57,product_page,desktop,canada,google,24.0,4.0,0,2025-06-15,2025,6,June,15,Sunday,21
session_2178,user_1318,2025-08-31 05:45:15,home,mobile,usa,direct,128.0,0.0,0,2025-08-31,2025,8,August,31,Sunday,5
session_2179,user_1699,2025-05-09 23:59:27,home,tablet,germany,social media,28.0,0.0,0,2025-05-09,2025,5,May,9,Friday,23
session_218,user_2774,2025-05-22 20:41:14,home,mobile,uk,email,143.0,0.0,0,2025-05-22,2025,5,May,22,Thursday,20
session_218,user_2774,2025-05-22 20:43:42,product_page,mobile,uk,email,148.0,3.0,0,2025-05-22,2025,5,May,22,Thursday,20
session_2180,user_1770,2025-06-30 11:28:57,home,desktop,india,direct,113.0,0.0,0,2025-06-30,2025,6,June,30,Monday,11
session_2181,user_2197,2025-03-19 01:09:15,home,mobile,uk,google,128.0,0.0,0,2025-03-19,2025,3,March,19,Wednesday,1
session_2181,user_2197,2025-03-19 01:10:53,product_page,mobile,uk,google,98.0,4.0,0,2025-03-19,2025,3,March,19,Wednesday,1
session_2182,user_1611,2025-08-11 21:52:27,home,tablet,uk,direct,71.0,0.0,0,2025-08-11,2025,8,August,11,Monday,21
session_2182,user_1611,2025-08-11 21:53:40,product_page,tablet,uk,direct,73.0,3.0,0,2025-08-11,2025,8,August,11,Monday,21
session_2183,user_2833,2025-02-05 19:03:11,home,desktop,germany,email,90.0,0.0,1,2025-02-05,2025,2,February,5,Wednesday,19
session_2183,user_2833,2025-02-05 19:04:58,product_page,desktop,germany,email,107.0,0.0,1,2025-02-05,2025,2,February,5,Wednesday,19
session_2183,user_2833,2025-02-05 19:06:52,cart,desktop,germany,email,114.0,5.0,1,2025-02-05,2025,2,February,5,Wednesday,19
session_2183,user_2833,2025-02-05 19:08:23,checkout,desktop,germany,email,91.0,5.0,1,2025-02-05,2025,2,February,5,Wednesday,19
session_2183,user_2833,2025-02-05 19:11:22,confirmation,desktop,germany,email,179.0,0.0,1,2025-02-05,2025,2,February,5,Wednesday,19
session_2184,user_2037,2025-02-14 10:06:40,home,mobile,australia,google,120.0,0.0,0,2025-02-14,2025,2,February,14,Friday,10
session_2184,user_2037,2025-02-14 10:07:32,product_page,mobile,australia,google,52.0,0.0,0,2025-02-14,2025,2,February,14,Friday,10
session_2185,user_2121,2025-05-13 11:50:43,home,desktop,france,direct,46.0,0.0,1,2025-05-13,2025,5,May,13,Tuesday,11
session_2185,user_2121,2025-05-13 11:52:25,product_page,desktop,france,direct,102.0,5.0,1,2025-05-13,2025,5,May,13,Tuesday,11
session_2185,user_2121,2025-05-13 11:54:43,cart,desktop,france,direct,138.0,5.0,1,2025-05-13,2025,5,May,13,Tuesday,11
session_2185,user_2121,2025-05-13 11:55:03,checkout,desktop,france,direct,20.0,5.0,1,2025-05-13,2025,5,May,13,Tuesday,11
session_2185,user_2121,2025-05-13 11:57:58,confirmation,desktop,france,direct,175.0,0.0,1,2025-05-13,2025,5,May,13,Tuesday,11
session_2186,user_2217,2025-07-03 10:48:42,home,mobile,uk,email,143.0,0.0,0,2025-07-03,2025,7,July,3,Thursday,10
session_2186,user_2217,2025-07-03 10:50:52,product_page,mobile,uk,email,130.0,0.0,0,2025-07-03,2025,7,July,3,Thursday,10
session_2187,user_1750,2025-05-09 04:03:13,home,tablet,australia,social media,119.0,0.0,0,2025-05-09,2025,5,May,9,Friday,4
session_2187,user_1750,2025-05-09 04:04:52,product_page,tablet,australia,social media,99.0,2.0,0,2025-05-09,2025,5,May,9,Friday,4
session_2187,user_1750,2025-05-09 04:07:38,cart,tablet,australia,social media,166.0,2.0,0,2025-05-09,2025,5,May,9,Friday,4
session_2188,user_2492,2025-05-02 08:44:37,home,tablet,canada,social media,125.0,0.0,0,2025-05-02,2025,5,May,2,Friday,8
session_2188,user_2492,2025-05-02 08:46:33,product_page,tablet,canada,social media,116.0,0.0,0,2025-05-02,2025,5,May,2,Friday,8
session_2189,user_2311,2025-03-16 01:50:57,home,desktop,france,direct,146.0,0.0,0,2025-03-16,2025,3,March,16,Sunday,1
session_219,user_2987,2025-02-24 23:10:13,home,desktop,germany,email,15.0,0.0,0,2025-02-24,2025,2,February,24,Monday,23
session_219,user_2987,2025-02-24 23:12:38,product_page,desktop,germany,email,145.0,1.0,0,2025-02-24,2025,2,February,24,Monday,23
session_2190,user_2888,2025-03-04 19:33:09,home,tablet,canada,direct,180.0,0.0,1,2025-03-04,2025,3,March,4,Tuesday,19
session_2190,user_2888,2025-03-04 19:34:28,product_page,tablet,canada,direct,79.0,2.0,1,2025-03-04,2025,3,March,4,Tuesday,19
session_2190,user_2888,2025-03-04 19:37:18,cart,tablet,canada,direct,170.0,2.0,1,2025-03-04,2025,3,March,4,Tuesday,19
session_2190,user_2888,2025-03-04 19:38:13,checkout,tablet,canada,direct,55.0,2.0,1,2025-03-04,2025,3,March,4,Tuesday,19
session_2190,user_2888,2025-03-04 19:39:01,confirmation,tablet,canada,direct,48.0,0.0,1,2025-03-04,2025,3,March,4,Tuesday,19
session_2191,user_2817,2025-02-14 08:23:10,home,desktop,australia,google,178.0,0.0,0,2025-02-14,2025,2,February,14,Friday,8
session_2191,user_2817,2025-02-14 08:25:44,product_page,desktop,australia,google,154.0,0.0,0,2025-02-14,2025,2,February,14,Friday,8
session_2192,user_2675,2025-07-08 12:33:49,home,tablet,france,google,118.0,0.0,0,2025-07-08,2025,7,July,8,Tuesday,12
session_2192,user_2675,2025-07-08 12:36:34,product_page,tablet,france,google,165.0,0.0,0,2025-07-08,2025,7,July,8,Tuesday,12
session_2192,user_2675,2025-07-08 12:39:31,cart,tablet,france,google,177.0,0.0,0,2025-07-08,2025,7,July,8,Tuesday,12
session_2193,user_2156,2025-01-11 04:04:09,home,desktop,france,direct,97.0,0.0,0,2025-01-11,2025,1,January,11,Saturday,4
session_2193,user_2156,2025-01-11 04:06:45,product_page,desktop,france,direct,156.0,5.0,0,2025-01-11,2025,1,January,11,Saturday,4
session_2194,user_1045,2025-08-31 15:48:33,home,mobile,canada,google,78.0,0.0,0,2025-08-31,2025,8,August,31,Sunday,15
session_2194,user_1045,2025-08-31 15:49:24,product_page,mobile,canada,google,51.0,4.0,0,2025-08-31,2025,8,August,31,Sunday,15
session_2195,user_1893,2025-02-17 19:39:00,home,desktop,uk,direct,130.0,0.0,0,2025-02-17,2025,2,February,17,Monday,19
session_2195,user_1893,2025-02-17 19:40:56,product_page,desktop,uk,direct,116.0,0.0,0,2025-02-17,2025,2,February,17,Monday,19
session_2196,user_2726,2025-01-15 07:40:44,home,mobile,australia,google,51.0,0.0,0,2025-01-15,2025,1,January,15,Wednesday,7
session_2196,user_2726,2025-01-15 07:43:26,product_page,mobile,australia,google,162.0,0.0,0,2025-01-15,2025,1,January,15,Wednesday,7
session_2197,user_2915,2025-08-07 09:11:04,home,desktop,germany,social media,64.0,0.0,0,2025-08-07,2025,8,August,7,Thursday,9
session_2197,user_2915,2025-08-07 09:13:01,product_page,desktop,germany,social media,117.0,0.0,0,2025-08-07,2025,8,August,7,Thursday,9
session_2198,user_2759,2025-08-24 12:05:36,home,mobile,france,direct,98.0,0.0,0,2025-08-24,2025,8,August,24,Sunday,12
session_2198,user_2759,2025-08-24 12:08:35,product_page,mobile,france,direct,179.0,4.0,0,2025-08-24,2025,8,August,24,Sunday,12
session_2199,user_2271,2025-01-24 00:51:01,home,desktop,france,social media,171.0,0.0,0,2025-01-24,2025,1,January,24,Friday,0
session_22,user_2046,2025-02-24 18:32:54,home,desktop,uk,social media,167.0,0.0,0,2025-02-24,2025,2,February,24,Monday,18
session_220,user_1827,2025-06-08 08:39:33,home,mobile,uk,social media,166.0,0.0,0,2025-06-08,2025,6,June,8,Sunday,8
session_220,user_1827,2025-06-08 08:40:38,product_page,mobile,uk,social media,65.0,0.0,0,2025-06-08,2025,6,June,8,Sunday,8
session_2200,user_2426,2025-02-02 20:18:22,home,tablet,australia,email,79.0,0.0,0,2025-02-02,2025,2,February,2,Sunday,20
session_2200,user_2426,2025-02-02 20:19:28,product_page,tablet,australia,email,66.0,0.0,0,2025-02-02,2025,2,February,2,Sunday,20
session_2201,user_1658,2025-01-31 03:57:06,home,mobile,uk,google,51.0,0.0,0,2025-01-31,2025,1,January,31,Friday,3
session_2201,user_1658,2025-01-31 03:58:19,product_page,mobile,uk,google,73.0,0.0,0,2025-01-31,2025,1,January,31,Friday,3
session_2202,user_2121,2025-07-27 19:14:11,home,desktop,uk,google,60.0,0.0,0,2025-07-27,2025,7,July,27,Sunday,19
session_2203,user_1041,2025-05-13 13:05:35,home,desktop,france,direct,61.0,0.0,0,2025-05-13,2025,5,May,13,Tuesday,13
session_2203,user_1041,2025-05-13 13:07:21,product_page,desktop,france,direct,106.0,3.0,0,2025-05-13,2025,5,May,13,Tuesday,13
session_2203,user_1041,2025-05-13 13:09:14,cart,desktop,france,direct,113.0,3.0,0,2025-05-13,2025,5,May,13,Tuesday,13
session_2204,user_1883,2025-04-12 09:12:19,home,tablet,france,email,46.0,0.0,1,2025-04-12,2025,4,April,12,Saturday,9
session_2204,user_1883,2025-04-12 09:14:46,product_page,tablet,france,email,147.0,0.0,1,2025-04-12,2025,4,April,12,Saturday,9
session_2204,user_1883,2025-04-12 09:17:07,cart,tablet,france,email,141.0,1.0,1,2025-04-12,2025,4,April,12,Saturday,9
session_2204,user_1883,2025-04-12 09:19:06,checkout,tablet,france,email,119.0,1.0,1,2025-04-12,2025,4,April,12,Saturday,9
session_2204,user_1883,2025-04-12 09:21:14,confirmation,tablet,france,email,128.0,0.0,1,2025-04-12,2025,4,April,12,Saturday,9
session_2205,user_2550,2025-01-10 22:05:07,home,tablet,australia,google,44.0,0.0,0,2025-01-10,2025,1,January,10,Friday,22
session_2205,user_2550,2025-01-10 22:05:36,product_page,tablet,australia,google,29.0,1.0,0,2025-01-10,2025,1,January,10,Friday,22
session_2206,user_1775,2025-04-07 16:51:59,home,tablet,germany,email,149.0,0.0,0,2025-04-07,2025,4,April,7,Monday,16
session_2206,user_1775,2025-04-07 16:52:31,product_page,tablet,germany,email,32.0,0.0,0,2025-04-07,2025,4,April,7,Monday,16
session_2207,user_2363,2025-05-02 03:27:35,home,mobile,usa,google,163.0,0.0,0,2025-05-02,2025,5,May,2,Friday,3
session_2207,user_2363,2025-05-02 03:30:31,product_page,mobile,usa,google,176.0,0.0,0,2025-05-02,2025,5,May,2,Friday,3
session_2208,user_1624,2025-04-22 16:36:09,home,desktop,australia,google,87.0,0.0,1,2025-04-22,2025,4,April,22,Tuesday,16
session_2208,user_1624,2025-04-22 16:37:36,product_page,desktop,australia,google,87.0,5.0,1,2025-04-22,2025,4,April,22,Tuesday,16
session_2208,user_1624,2025-04-22 16:38:46,cart,desktop,australia,google,70.0,5.0,1,2025-04-22,2025,4,April,22,Tuesday,16
session_2208,user_1624,2025-04-22 16:40:40,checkout,desktop,australia,google,114.0,5.0,1,2025-04-22,2025,4,April,22,Tuesday,16
session_2208,user_1624,2025-04-22 16:43:27,confirmation,desktop,australia,google,167.0,0.0,1,2025-04-22,2025,4,April,22,Tuesday,16
session_2209,user_1560,2025-05-03 23:24:51,home,tablet,france,google,50.0,0.0,0,2025-05-03,2025,5,May,3,Saturday,23
session_221,user_2130,2025-08-04 00:07:40,home,desktop,canada,google,155.0,0.0,0,2025-08-04,2025,8,August,4,Monday,0
session_221,user_2130,2025-08-04 00:08:48,product_page,desktop,canada,google,68.0,2.0,0,2025-08-04,2025,8,August,4,Monday,0
session_2210,user_1201,2025-04-14 17:43:24,home,desktop,germany,direct,53.0,0.0,0,2025-04-14,2025,4,April,14,Monday,17
session_2211,user_1362,2025-06-15 19:30:54,home,tablet,usa,email,55.0,0.0,0,2025-06-15,2025,6,June,15,Sunday,19
session_2211,user_1362,2025-06-15 19:31:48,product_page,tablet,usa,email,54.0,4.0,0,2025-06-15,2025,6,June,15,Sunday,19
session_2212,user_1347,2025-06-30 09:02:51,home,desktop,france,social media,64.0,0.0,1,2025-06-30,2025,6,June,30,Monday,9
session_2212,user_1347,2025-06-30 09:03:14,product_page,desktop,france,social media,23.0,1.0,1,2025-06-30,2025,6,June,30,Monday,9
session_2212,user_1347,2025-06-30 09:04:08,cart,desktop,france,social media,54.0,1.0,1,2025-06-30,2025,6,June,30,Monday,9
session_2212,user_1347,2025-06-30 09:05:15,checkout,desktop,france,social media,67.0,1.0,1,2025-06-30,2025,6,June,30,Monday,9
session_2212,user_1347,2025-06-30 09:06:20,confirmation,desktop,france,social media,65.0,0.0,1,2025-06-30,2025,6,June,30,Monday,9
session_2213,user_2978,2025-06-19 19:15:06,home,tablet,uk,email,99.0,0.0,0,2025-06-19,2025,6,June,19,Thursday,19
session_2213,user_2978,2025-06-19 19:16:58,product_page,tablet,uk,email,112.0,2.0,0,2025-06-19,2025,6,June,19,Thursday,19
session_2214,user_2736,2025-03-25 12:21:51,home,mobile,canada,google,122.0,0.0,0,2025-03-25,2025,3,March,25,Tuesday,12
session_2214,user_2736,2025-03-25 12:22:48,product_page,mobile,canada,google,57.0,0.0,0,2025-03-25,2025,3,March,25,Tuesday,12
session_2215,user_1928,2025-03-16 06:00:58,home,mobile,canada,social media,106.0,0.0,0,2025-03-16,2025,3,March,16,Sunday,6
session_2215,user_1928,2025-03-16 06:01:27,product_page,mobile,canada,social media,29.0,0.0,0,2025-03-16,2025,3,March,16,Sunday,6
session_2215,user_1928,2025-03-16 06:04:25,cart,mobile,canada,social media,178.0,0.0,0,2025-03-16,2025,3,March,16,Sunday,6
session_2216,user_2113,2025-08-21 18:21:39,home,desktop,canada,direct,30.0,0.0,1,2025-08-21,2025,8,August,21,Thursday,18
session_2216,user_2113,2025-08-21 18:24:38,product_page,desktop,canada,direct,179.0,3.0,1,2025-08-21,2025,8,August,21,Thursday,18
session_2216,user_2113,2025-08-21 18:26:34,cart,desktop,canada,direct,116.0,3.0,1,2025-08-21,2025,8,August,21,Thursday,18
session_2216,user_2113,2025-08-21 18:27:00,checkout,desktop,canada,direct,26.0,3.0,1,2025-08-21,2025,8,August,21,Thursday,18
session_2216,user_2113,2025-08-21 18:27:27,confirmation,desktop,canada,direct,27.0,0.0,1,2025-08-21,2025,8,August,21,Thursday,18
session_2217,user_1691,2025-05-03 07:34:32,home,desktop,india,social media,20.0,0.0,1,2025-05-03,2025,5,May,3,Saturday,7
session_2217,user_1691,2025-05-03 07:34:51,product_page,desktop,india,social media,19.0,3.0,1,2025-05-03,2025,5,May,3,Saturday,7
session_2217,user_1691,2025-05-03 07:35:46,cart,desktop,india,social media,55.0,3.0,1,2025-05-03,2025,5,May,3,Saturday,7
session_2217,user_1691,2025-05-03 07:36:41,checkout,desktop,india,social media,55.0,3.0,1,2025-05-03,2025,5,May,3,Saturday,7
session_2217,user_1691,2025-05-03 07:37:09,confirmation,desktop,india,social media,28.0,0.0,1,2025-05-03,2025,5,May,3,Saturday,7
session_2218,user_2619,2025-03-02 07:21:44,home,desktop,australia,social media,178.0,0.0,0,2025-03-02,2025,3,March,2,Sunday,7
session_2219,user_1225,2025-06-02 21:09:52,home,desktop,australia,direct,166.0,0.0,1,2025-06-02,2025,6,June,2,Monday,21
session_2219,user_1225,2025-06-02 21:11:22,product_page,desktop,australia,direct,90.0,0.0,1,2025-06-02,2025,6,June,2,Monday,21
session_2219,user_1225,2025-06-02 21:12:49,cart,desktop,australia,direct,87.0,2.0,1,2025-06-02,2025,6,June,2,Monday,21
session_2219,user_1225,2025-06-02 21:13:28,checkout,desktop,australia,direct,39.0,2.0,1,2025-06-02,2025,6,June,2,Monday,21
session_2219,user_1225,2025-06-02 21:15:02,confirmation,desktop,australia,direct,94.0,0.0,1,2025-06-02,2025,6,June,2,Monday,21
session_222,user_1105,2025-01-06 06:48:30,home,mobile,france,email,147.0,0.0,0,2025-01-06,2025,1,January,6,Monday,6
session_2220,user_1685,2025-07-24 05:58:25,home,desktop,germany,direct,87.0,0.0,0,2025-07-24,2025,7,July,24,Thursday,5
session_2220,user_1685,2025-07-24 05:58:40,product_page,desktop,germany,direct,15.0,0.0,0,2025-07-24,2025,7,July,24,Thursday,5
session_2221,user_1367,2025-05-24 19:35:19,home,mobile,india,direct,70.0,0.0,0,2025-05-24,2025,5,May,24,Saturday,19
session_2221,user_1367,2025-05-24 19:35:41,product_page,mobile,india,direct,22.0,0.0,0,2025-05-24,2025,5,May,24,Saturday,19
session_2222,user_1657,2025-07-25 11:44:31,home,tablet,france,google,63.0,0.0,1,2025-07-25,2025,7,July,25,Friday,11
session_2222,user_1657,2025-07-25 11:45:43,product_page,tablet,france,google,72.0,0.0,1,2025-07-25,2025,7,July,25,Friday,11
session_2222,user_1657,2025-07-25 11:46:40,cart,tablet,france,google,57.0,5.0,1,2025-07-25,2025,7,July,25,Friday,11
session_2222,user_1657,2025-07-25 11:47:35,checkout,tablet,france,google,55.0,5.0,1,2025-07-25,2025,7,July,25,Friday,11
session_2222,user_1657,2025-07-25 11:50:19,confirmation,tablet,france,google,164.0,0.0,1,2025-07-25,2025,7,July,25,Friday,11
session_2223,user_1116,2025-07-18 21:29:30,home,mobile,france,google,73.0,0.0,1,2025-07-18,2025,7,July,18,Friday,21
session_2223,user_1116,2025-07-18 21:32:24,product_page,mobile,france,google,174.0,1.0,1,2025-07-18,2025,7,July,18,Friday,21
session_2223,user_1116,2025-07-18 21:33:15,cart,mobile,france,google,51.0,1.0,1,2025-07-18,2025,7,July,18,Friday,21
session_2223,user_1116,2025-07-18 21:35:25,checkout,mobile,france,google,130.0,1.0,1,2025-07-18,2025,7,July,18,Friday,21
session_2223,user_1116,2025-07-18 21:36:56,confirmation,mobile,france,google,91.0,0.0,1,2025-07-18,2025,7,July,18,Friday,21
session_2224,user_2332,2025-02-08 23:30:45,home,mobile,australia,social media,39.0,0.0,0,2025-02-08,2025,2,February,8,Saturday,23
session_2225,user_1493,2025-07-06 20:49:30,home,tablet,uk,google,128.0,0.0,0,2025-07-06,2025,7,July,6,Sunday,20
session_2225,user_1493,2025-07-06 20:51:52,product_page,tablet,uk,google,142.0,5.0,0,2025-07-06,2025,7,July,6,Sunday,20
session_2226,user_1653,2025-03-21 19:16:42,home,tablet,usa,email,130.0,0.0,0,2025-03-21,2025,3,March,21,Friday,19
session_2226,user_1653,2025-03-21 19:18:32,product_page,tablet,usa,email,110.0,3.0,0,2025-03-21,2025,3,March,21,Friday,19
session_2227,user_2265,2025-03-27 07:22:20,home,desktop,canada,direct,150.0,0.0,1,2025-03-27,2025,3,March,27,Thursday,7
session_2227,user_2265,2025-03-27 07:25:09,product_page,desktop,canada,direct,169.0,4.0,1,2025-03-27,2025,3,March,27,Thursday,7
session_2227,user_2265,2025-03-27 07:26:52,cart,desktop,canada,direct,103.0,4.0,1,2025-03-27,2025,3,March,27,Thursday,7
session_2227,user_2265,2025-03-27 07:29:34,checkout,desktop,canada,direct,162.0,4.0,1,2025-03-27,2025,3,March,27,Thursday,7
session_2227,user_2265,2025-03-27 07:31:57,confirmation,desktop,canada,direct,143.0,0.0,1,2025-03-27,2025,3,March,27,Thursday,7
session_2228,user_2312,2025-04-25 14:24:59,home,desktop,uk,email,132.0,0.0,0,2025-04-25,2025,4,April,25,Friday,14
session_2228,user_2312,2025-04-25 14:26:52,product_page,desktop,uk,email,113.0,0.0,0,2025-04-25,2025,4,April,25,Friday,14
session_2228,user_2312,2025-04-25 14:28:04,cart,desktop,uk,email,72.0,1.0,0,2025-04-25,2025,4,April,25,Friday,14
session_2229,user_1508,2025-06-04 18:50:45,home,tablet,canada,google,102.0,0.0,1,2025-06-04,2025,6,June,4,Wednesday,18
session_2229,user_1508,2025-06-04 18:51:38,product_page,tablet,canada,google,53.0,0.0,1,2025-06-04,2025,6,June,4,Wednesday,18
session_2229,user_1508,2025-06-04 18:53:10,cart,tablet,canada,google,92.0,2.0,1,2025-06-04,2025,6,June,4,Wednesday,18
session_2229,user_1508,2025-06-04 18:55:36,checkout,tablet,canada,google,146.0,2.0,1,2025-06-04,2025,6,June,4,Wednesday,18
session_2229,user_1508,2025-06-04 18:55:55,confirmation,tablet,canada,google,19.0,0.0,1,2025-06-04,2025,6,June,4,Wednesday,18
session_223,user_2739,2025-03-13 12:58:59,home,desktop,uk,google,131.0,0.0,0,2025-03-13,2025,3,March,13,Thursday,12
session_2230,user_1532,2025-07-30 04:40:42,home,mobile,australia,direct,128.0,0.0,0,2025-07-30,2025,7,July,30,Wednesday,4
session_2230,user_1532,2025-07-30 04:41:43,product_page,mobile,australia,direct,61.0,3.0,0,2025-07-30,2025,7,July,30,Wednesday,4
session_2230,user_1532,2025-07-30 04:44:42,cart,mobile,australia,direct,179.0,3.0,0,2025-07-30,2025,7,July,30,Wednesday,4
session_2231,user_1967,2025-06-24 08:06:25,home,mobile,france,google,87.0,0.0,0,2025-06-24,2025,6,June,24,Tuesday,8
session_2231,user_1967,2025-06-24 08:07:07,product_page,mobile,france,google,42.0,2.0,0,2025-06-24,2025,6,June,24,Tuesday,8
session_2232,user_1260,2025-05-14 01:05:32,home,mobile,usa,google,25.0,0.0,0,2025-05-14,2025,5,May,14,Wednesday,1
session_2233,user_1539,2025-07-13 21:05:05,home,mobile,canada,email,58.0,0.0,0,2025-07-13,2025,7,July,13,Sunday,21
session_2233,user_1539,2025-07-13 21:05:30,product_page,mobile,canada,email,25.0,4.0,0,2025-07-13,2025,7,July,13,Sunday,21
session_2234,user_1274,2025-07-18 11:06:37,home,tablet,uk,email,54.0,0.0,0,2025-07-18,2025,7,July,18,Friday,11
session_2235,user_2682,2025-05-02 03:55:32,home,tablet,australia,google,83.0,0.0,0,2025-05-02,2025,5,May,2,Friday,3
session_2235,user_2682,2025-05-02 03:57:49,product_page,tablet,australia,google,137.0,0.0,0,2025-05-02,2025,5,May,2,Friday,3
session_2236,user_2585,2025-05-21 18:56:26,home,tablet,canada,social media,158.0,0.0,0,2025-05-21,2025,5,May,21,Wednesday,18
session_2236,user_2585,2025-05-21 18:59:24,product_page,tablet,canada,social media,178.0,5.0,0,2025-05-21,2025,5,May,21,Wednesday,18
session_2237,user_2022,2025-05-14 05:44:22,home,desktop,india,email,71.0,0.0,0,2025-05-14,2025,5,May,14,Wednesday,5
session_2237,user_2022,2025-05-14 05:45:12,product_page,desktop,india,email,50.0,1.0,0,2025-05-14,2025,5,May,14,Wednesday,5
session_2238,user_1579,2025-05-05 20:05:45,home,tablet,canada,google,130.0,0.0,0,2025-05-05,2025,5,May,5,Monday,20
session_2238,user_1579,2025-05-05 20:06:40,product_page,tablet,canada,google,55.0,4.0,0,2025-05-05,2025,5,May,5,Monday,20
