session_id,user_id,session_start,session_end,total_pages_visited,total_time_spent_seconds,max_items_in_cart,purchased,device_type,country,referral_source,session_duration_minutes
session_2246,user_2925,2025-08-23 12:00:55,2025-08-23 12:02:32,2,176.0,4.0,0,desktop,australia,google,1.6166666666666667
session_2247,user_1301,2025-06-02 22:06:13,2025-06-02 22:07:56,2,276.0,4.0,0,mobile,india,social media,1.7166666666666666
session_2248,user_1387,2025-04-29 16:04:57,2025-04-29 16:11:11,5,470.0,2.0,1,tablet,canada,email,6.233333333333333
session_2249,user_1074,2025-07-03 06:04:44,2025-07-03 06:04:44,1,121.0,0.0,0,tablet,india,email,0.0
session_225,user_1845,2025-06-29 18:34:51,2025-06-29 18:40:32,5,412.0,3.0,1,desktop,australia,direct,5.683333333333334
session_2250,user_2102,2025-06-27 15:07:19,2025-06-27 15:10:14,2,263.0,0.0,0,mobile,canada,social media,2.9166666666666665
session_2251,user_2110,2025-04-13 17:01:35,2025-04-13 17:10:42,5,685.0,3.0,1,desktop,canada,direct,9.116666666666667
session_2252,user_2650,2025-07-21 05:51:37,2025-07-21 05:58:17,5,437.0,4.0,1,desktop,germany,direct,6.666666666666667
session_2253,user_2774,2025-06-07 13:39:54,2025-06-07 13:39:54,1,158.0,0.0,0,desktop,usa,direct,0.0
session_2254,user_1327,2025-03-16 10:17:00,2025-03-16 10:18:29,2,166.0,4.0,0,tablet,france,direct,1.4833333333333334
session_2255,user_1058,2025-07-13 20:02:56,2025-07-13 20:03:30,2,96.0,4.0,0,desktop,germany,direct,0.5666666666666667
session_2256,user_2949,2025-02-07 17:07:20,2025-02-07 17:07:20,1,114.0,0.0,0,tablet,usa,google,0.0
session_2257,user_2701,2025-02-27 00:40:48,2025-02-27 00:42:52,2,196.0,0.0,0,desktop,germany,email,2.066666666666667
session_2258,user_2481,2025-02-16 20:23:13,2025-02-16 20:31:34,5,677.0,3.0,1,desktop,uk,direct,8.35
session_2259,user_1941,2025-08-31 00:25:27,2025-08-31 00:25:27,1,56.0,0.0,0,desktop,france,direct,0.0
session_226,user_1715,2025-06-11 17:50:19,2025-06-11 17:53:13,2,303.0,3.0,0,tablet,india,social media,2.9
session_2260,user_2452,2025-02-26 14:34:40,2025-02-26 14:34:55,2,128.0,1.0,0,desktop,uk,google,0.25
session_2261,user_1630,2025-03-02 09:37:05,2025-03-02 09:38:15,2,125.0,3.0,0,tablet,france,direct,1.1666666666666667
session_2262,user_2790,2025-02-21 11:23:16,2025-02-21 11:27:51,5,381.0,3.0,1,mobile,france,direct,4.583333333333333
session_2263,user_2885,2025-01-30 04:52:32,2025-01-30 04:52:32,1,65.0,0.0,0,tablet,usa,email,0.0
session_2264,user_1085,2025-01-03 00:44:52,2025-01-03 00:46:12,2,100.0,0.0,0,desktop,canada,direct,1.3333333333333333
session_2265,user_1989,2025-01-29 02:40:11,2025-01-29 02:40:11,1,99.0,0.0,0,desktop,uk,email,0.0
session_2266,user_2796,2025-07-27 08:29:47,2025-07-27 08:35:33,5,454.0,3.0,1,mobile,australia,google,5.766666666666667
session_2267,user_1055,2025-01-10 14:47:54,2025-01-10 14:49:24,2,187.0,4.0,0,mobile,france,direct,1.5
session_2268,user_1008,2025-06-06 15:15:34,2025-06-06 15:17:56,2,320.0,1.0,0,mobile,australia,email,2.3666666666666667
session_2269,user_1070,2025-02-04 12:22:44,2025-02-04 12:31:31,5,641.0,1.0,1,mobile,australia,social media,8.783333333333333
session_227,user_2505,2025-01-05 18:20:29,2025-01-05 18:22:24,2,226.0,1.0,0,mobile,usa,direct,1.9166666666666667
session_2270,user_1892,2025-02-04 22:58:03,2025-02-04 22:59:19,2,251.0,2.0,0,tablet,france,email,1.2666666666666666
session_2271,user_1716,2025-04-08 03:05:47,2025-04-08 03:05:47,1,177.0,0.0,0,mobile,germany,social media,0.0
session_2272,user_1485,2025-05-04 00:05:57,2025-05-04 00:11:41,5,425.0,5.0,1,desktop,germany,email,5.733333333333333
session_2273,user_2878,2025-01-03 06:48:33,2025-01-03 06:51:00,2,306.0,0.0,0,desktop,france,email,2.45
session_2274,user_1112,2025-04-06 16:41:58,2025-04-06 16:51:36,5,633.0,1.0,1,desktop,uk,google,9.633333333333333
session_2275,user_1276,2025-08-16 15:51:37,2025-08-16 15:55:00,5,279.0,2.0,1,tablet,australia,social media,3.3833333333333333
session_2276,user_2860,2025-07-14 10:41:46,2025-07-14 10:43:24,2,115.0,5.0,0,tablet,germany,email,1.6333333333333333
session_2277,user_1465,2025-03-06 07:12:50,2025-03-06 07:19:18,5,418.0,2.0,1,desktop,france,direct,6.466666666666667
session_2278,user_2869,2025-03-28 04:55:28,2025-03-28 04:57:00,2,247.0,3.0,0,tablet,usa,google,1.5333333333333334
session_2279,user_2091,2025-02-04 05:27:35,2025-02-04 05:32:33,5,415.0,5.0,1,desktop,germany,direct,4.966666666666667
session_228,user_1136,2025-01-29 03:50:53,2025-01-29 03:53:24,2,186.0,5.0,0,desktop,uk,google,2.5166666666666666
session_2280,user_1064,2025-03-31 07:02:23,2025-03-31 07:02:59,2,208.0,2.0,0,desktop,france,direct,0.6
session_2281,user_2821,2025-03-03 18:19:49,2025-03-03 18:20:13,2,105.0,0.0,0,desktop,australia,google,0.4
session_2282,user_2909,2025-07-08 06:38:32,2025-07-08 06:38:32,1,26.0,0.0,0,desktop,france,direct,0.0
session_2283,user_2288,2025-03-09 04:02:21,2025-03-09 04:04:35,2,300.0,3.0,0,mobile,india,direct,2.2333333333333334
session_2284,user_1440,2025-02-27 21:40:56,2025-02-27 21:45:21,3,409.0,4.0,0,mobile,usa,social media,4.416666666666667
session_2285,user_1589,2025-04-30 03:10:16,2025-04-30 03:12:01,2,281.0,3.0,0,tablet,india,google,1.75
session_2286,user_1162,2025-03-13 14:38:02,2025-03-13 14:44:11,5,448.0,3.0,1,desktop,usa,social media,6.15
session_2287,user_1493,2025-05-19 17:23:46,2025-05-19 17:23:46,1,47.0,0.0,0,tablet,australia,google,0.0
session_2288,user_2364,2025-02-10 21:17:14,2025-02-10 21:26:55,5,697.0,4.0,1,tablet,australia,google,9.683333333333334
session_2289,user_1045,2025-03-17 02:35:49,2025-03-17 02:35:49,1,124.0,0.0,0,tablet,germany,email,0.0
session_229,user_2465,2025-01-23 18:49:00,2025-01-23 18:49:00,1,35.0,0.0,0,mobile,uk,social media,0.0
session_2290,user_1862,2025-05-12 11:51:07,2025-05-12 11:53:43,2,198.0,0.0,0,mobile,france,social media,2.6
session_2291,user_2216,2025-07-07 00:05:48,2025-07-07 00:07:16,3,115.0,1.0,0,desktop,uk,social media,1.4666666666666666
session_2292,user_1721,2025-08-16 01:23:15,2025-08-16 01:30:36,5,595.0,4.0,1,mobile,uk,social media,7.35
session_2293,user_2952,2025-05-25 15:47:37,2025-05-25 15:50:21,2,193.0,2.0,0,mobile,canada,social media,2.7333333333333334
session_2294,user_1211,2025-06-29 10:35:27,2025-06-29 10:38:27,2,350.0,4.0,0,desktop,uk,google,3.0
session_2295,user_2791,2025-01-16 20:47:24,2025-01-16 20:48:17,3,118.0,2.0,0,tablet,canada,email,0.8833333333333333
session_2296,user_1617,2025-08-17 18:12:01,2025-08-17 18:15:54,5,287.0,4.0,1,mobile,france,google,3.8833333333333333
session_2297,user_1406,2025-06-17 16:19:44,2025-06-17 16:22:07,2,312.0,0.0,0,desktop,australia,social media,2.3833333333333333
session_2298,user_1359,2025-08-22 23:49:34,2025-08-22 23:50:45,2,194.0,0.0,0,mobile,india,google,1.1833333333333333
session_2299,user_1116,2025-05-02 18:38:17,2025-05-02 18:38:17,1,180.0,0.0,0,mobile,france,direct,0.0
session_23,user_2546,2025-04-18 05:34:24,2025-04-18 05:42:40,5,559.0,4.0,1,tablet,france,direct,8.266666666666667
session_230,user_1053,2025-06-20 22:08:41,2025-06-20 22:17:00,5,540.0,5.0,1,mobile,france,direct,8.316666666666666
session_2300,user_2165,2025-08-02 04:24:34,2025-08-02 04:24:34,1,159.0,0.0,0,mobile,uk,social media,0.0
session_2301,user_1442,2025-03-19 10:30:02,2025-03-19 10:35:20,5,406.0,4.0,1,mobile,india,email,5.3
session_2302,user_2512,2025-06-09 09:40:53,2025-06-09 09:43:49,2,226.0,0.0,0,desktop,uk,direct,2.933333333333333
session_2303,user_1702,2025-07-23 20:07:41,2025-07-23 20:10:08,2,208.0,3.0,0,desktop,france,google,2.45
session_2304,user_2860,2025-04-11 16:49:23,2025-04-11 16:56:22,5,534.0,1.0,1,tablet,france,google,6.983333333333333
session_2305,user_2447,2025-08-14 18:32:03,2025-08-14 18:32:36,2,69.0,1.0,0,tablet,usa,email,0.55
session_2306,user_2389,2025-01-16 03:24:35,2025-01-16 03:26:44,2,268.0,5.0,0,mobile,usa,email,2.15
session_2307,user_2266,2025-08-22 20:17:29,2025-08-22 20:17:29,1,45.0,0.0,0,mobile,uk,social media,0.0
session_2308,user_1579,2025-04-05 20:31:27,2025-04-05 20:31:27,1,166.0,0.0,0,tablet,france,direct,0.0
session_2309,user_1393,2025-02-07 21:03:59,2025-02-07 21:05:24,2,187.0,3.0,0,tablet,germany,google,1.4166666666666667
session_231,user_2894,2025-06-30 01:49:21,2025-06-30 01:49:21,1,144.0,0.0,0,mobile,germany,direct,0.0
session_2310,user_1627,2025-04-08 10:20:34,2025-04-08 10:22:56,2,174.0,4.0,0,mobile,australia,social media,2.3666666666666667
session_2311,user_1947,2025-07-06 10:09:20,2025-07-06 10:17:38,5,619.0,3.0,1,tablet,germany,social media,8.3
session_2312,user_2182,2025-07-28 20:39:23,2025-07-28 20:41:19,2,162.0,0.0,0,desktop,canada,email,1.9333333333333333
session_2313,user_2945,2025-07-08 10:06:35,2025-07-08 10:07:24,2,111.0,0.0,0,mobile,australia,google,0.8166666666666667
session_2314,user_1961,2025-02-19 00:28:56,2025-02-19 00:35:21,5,422.0,3.0,1,mobile,canada,social media,6.416666666666667
session_2315,user_1391,2025-06-27 11:44:15,2025-06-27 11:47:11,3,236.0,0.0,0,desktop,uk,email,2.933333333333333
session_2316,user_1394,2025-07-29 00:02:49,2025-07-29 00:05:00,2,185.0,3.0,0,tablet,australia,direct,2.183333333333333
session_2317,user_2157,2025-02-12 23:58:15,2025-02-13 00:03:40,5,368.0,3.0,1,mobile,india,email,5.416666666666667
session_2318,user_2206,2025-03-29 01:37:30,2025-03-29 01:39:21,2,253.0,2.0,0,desktop,france,google,1.85
session_2319,user_2004,2025-01-19 09:21:19,2025-01-19 09:28:37,5,587.0,1.0,1,desktop,germany,google,7.3
session_232,user_2096,2025-06-05 05:14:21,2025-06-05 05:14:21,1,79.0,0.0,0,mobile,australia,email,0.0
session_2320,user_2331,2025-08-25 10:44:05,2025-08-25 10:50:58,5,452.0,3.0,1,tablet,usa,google,6.883333333333334
session_2321,user_2103,2025-05-09 01:40:06,2025-05-09 01:41:46,2,245.0,0.0,0,desktop,india,email,1.6666666666666667
session_2322,user_1259,2025-06-19 22:38:21,2025-06-19 22:46:39,5,623.0,1.0,1,tablet,usa,social media,8.3
session_2323,user_2860,2025-05-07 12:13:50,2025-05-07 12:14:31,2,171.0,3.0,0,tablet,uk,google,0.6833333333333333
session_2324,user_1621,2025-06-07 09:03:33,2025-06-07 09:12:07,5,547.0,4.0,1,tablet,france,email,8.566666666666666
session_2325,user_2058,2025-07-12 22:28:30,2025-07-12 22:35:17,5,508.0,3.0,1,tablet,uk,google,6.783333333333333
session_2326,user_2756,2025-04-16 01:02:00,2025-04-16 01:02:00,1,73.0,0.0,0,tablet,france,direct,0.0
session_2327,user_1268,2025-01-13 20:17:12,2025-01-13 20:21:40,3,433.0,4.0,0,desktop,germany,email,4.466666666666667
session_2328,user_1708,2025-05-29 17:54:29,2025-05-29 17:55:18,2,105.0,4.0,0,mobile,canada,social media,0.8166666666666667
session_2329,user_2137,2025-02-07 05:38:51,2025-02-07 05:39:14,2,203.0,3.0,0,mobile,france,email,0.38333333333333336
session_233,user_2422,2025-04-01 00:40:21,2025-04-01 00:40:21,1,161.0,0.0,0,desktop,germany,google,0.0
session_2330,user_2285,2025-02-25 01:34:40,2025-02-25 01:37:40,2,312.0,1.0,0,tablet,canada,email,3.0
session_2331,user_2814,2025-03-23 16:53:26,2025-03-23 16:56:08,2,298.0,2.0,0,mobile,canada,direct,2.7
session_2332,user_2160,2025-05-26 03:07:50,2025-05-26 03:07:50,1,63.0,0.0,0,mobile,australia,social media,0.0
session_2333,user_2655,2025-02-03 22:29:35,2025-02-03 22:31:26,2,234.0,5.0,0,tablet,usa,google,1.85
session_2334,user_1185,2025-03-26 09:14:13,2025-03-26 09:22:13,5,647.0,3.0,1,desktop,india,social media,8.0
session_2335,user_2488,2025-02-16 21:09:48,2025-02-16 21:11:14,2,226.0,0.0,0,mobile,usa,email,1.4333333333333333
session_2336,user_2566,2025-04-29 07:48:38,2025-04-29 07:51:25,2,242.0,3.0,0,mobile,france,email,2.783333333333333
session_2337,user_1770,2025-08-14 16:50:02,2025-08-14 16:57:12,5,541.0,2.0,1,mobile,india,social media,7.166666666666667
session_2338,user_2490,2025-06-10 08:34:41,2025-06-10 08:37:26,2,296.0,2.0,0,tablet,uk,social media,2.75
session_2339,user_2192,2025-06-02 19:42:12,2025-06-02 19:43:34,3,100.0,1.0,0,desktop,canada,direct,1.3666666666666667
session_234,user_2075,2025-06-22 19:08:26,2025-06-22 19:08:26,1,132.0,0.0,0,tablet,uk,direct,0.0
session_2340,user_1461,2025-06-24 18:20:39,2025-06-24 18:22:31,3,279.0,2.0,0,tablet,canada,google,1.8666666666666667
session_2341,user_1592,2025-02-24 13:30:33,2025-02-24 13:31:30,2,204.0,2.0,0,desktop,usa,social media,0.95
session_2342,user_2110,2025-03-28 19:58:18,2025-03-28 19:58:18,1,81.0,0.0,0,tablet,germany,direct,0.0
session_2343,user_1591,2025-06-30 08:52:58,2025-06-30 08:55:08,2,288.0,2.0,0,tablet,germany,direct,2.1666666666666665
session_2344,user_1012,2025-07-14 23:45:59,2025-07-14 23:45:59,1,53.0,0.0,0,mobile,usa,social media,0.0
session_2345,user_1133,2025-06-07 07:05:34,2025-06-07 07:07:01,2,189.0,5.0,0,mobile,canada,email,1.45
session_2346,user_1763,2025-01-16 09:56:40,2025-01-16 09:59:23,2,178.0,2.0,0,desktop,usa,social media,2.716666666666667
session_2347,user_2271,2025-04-30 00:13:48,2025-04-30 00:16:40,2,220.0,0.0,0,mobile,india,google,2.8666666666666667
session_2348,user_1622,2025-02-27 05:56:40,2025-02-27 06:01:55,5,476.0,4.0,1,desktop,australia,direct,5.25
session_2349,user_2904,2025-08-26 14:41:41,2025-08-26 14:42:30,2,184.0,0.0,0,desktop,uk,email,0.8166666666666667
session_235,user_1064,2025-07-10 13:40:25,2025-07-10 13:41:07,2,127.0,0.0,0,tablet,india,social media,0.7
session_2350,user_1351,2025-01-22 23:32:58,2025-01-22 23:34:05,2,126.0,4.0,0,mobile,india,email,1.1166666666666667
session_2351,user_2832,2025-05-06 05:13:22,2025-05-06 05:22:42,5,626.0,5.0,1,tablet,canada,google,9.333333333333334
session_2352,user_1380,2025-07-29 05:30:42,2025-07-29 05:31:22,2,195.0,0.0,0,tablet,canada,direct,0.6666666666666666
session_2353,user_2564,2025-07-02 13:25:29,2025-07-02 13:25:29,1,102.0,0.0,0,mobile,canada,email,0.0
session_2354,user_1950,2025-08-18 12:00:49,2025-08-18 12:01:46,2,128.0,0.0,0,desktop,france,email,0.95
session_2355,user_1288,2025-05-06 18:32:38,2025-05-06 18:33:02,2,175.0,0.0,0,desktop,france,direct,0.4
session_2356,user_2366,2025-08-21 21:23:12,2025-08-21 21:23:12,1,94.0,0.0,0,desktop,india,direct,0.0
session_2357,user_1446,2025-03-05 17:00:32,2025-03-05 17:02:40,2,291.0,4.0,0,desktop,india,social media,2.1333333333333333
session_2358,user_1458,2025-04-26 07:38:33,2025-04-26 07:39:59,2,141.0,0.0,0,tablet,canada,social media,1.4333333333333333
session_2359,user_2756,2025-06-09 23:11:34,2025-06-09 23:12:04,2,126.0,0.0,0,desktop,india,google,0.5
session_236,user_1611,2025-03-14 01:35:41,2025-03-14 01:37:33,2,186.0,0.0,0,mobile,usa,google,1.8666666666666667
session_2360,user_2151,2025-05-21 21:51:15,2025-05-21 21:52:56,2,190.0,3.0,0,desktop,usa,email,1.6833333333333333
session_2361,user_1022,2025-05-04 01:38:42,2025-05-04 01:41:03,2,284.0,2.0,0,mobile,canada,direct,2.35
session_2362,user_2948,2025-05-26 06:33:02,2025-05-26 06:35:44,2,284.0,3.0,0,mobile,canada,direct,2.7
session_2363,user_2534,2025-05-27 01:43:48,2025-05-27 01:44:05,2,76.0,0.0,0,mobile,uk,google,0.2833333333333333
session_2364,user_2295,2025-01-06 15:02:43,2025-01-06 15:03:36,2,74.0,1.0,0,tablet,france,direct,0.8833333333333333
session_2365,user_1942,2025-02-26 20:27:32,2025-02-26 20:34:04,5,415.0,3.0,1,mobile,india,email,6.533333333333333
session_2366,user_2529,2025-08-09 10:22:55,2025-08-09 10:23:30,3,198.0,1.0,0,desktop,australia,google,0.5833333333333334
session_2367,user_1630,2025-03-27 01:04:09,2025-03-27 01:06:51,2,249.0,4.0,0,tablet,france,google,2.7
session_2368,user_2418,2025-02-04 18:06:55,2025-02-04 18:06:55,1,15.0,0.0,0,mobile,germany,google,0.0
session_2369,user_1645,2025-05-27 04:30:36,2025-05-27 04:32:55,2,216.0,5.0,0,tablet,usa,direct,2.316666666666667
session_237,user_2354,2025-04-03 10:18:02,2025-04-03 10:19:17,2,237.0,0.0,0,tablet,uk,google,1.25
session_2370,user_1910,2025-06-08 16:45:09,2025-06-08 16:46:30,2,104.0,5.0,0,desktop,germany,email,1.35
session_2371,user_2602,2025-03-07 14:07:50,2025-03-07 14:11:33,3,259.0,1.0,0,tablet,australia,email,3.716666666666667
session_2372,user_2515,2025-06-21 21:35:55,2025-06-21 21:43:27,5,543.0,1.0,1,desktop,germany,email,7.533333333333333
session_2373,user_2511,2025-07-19 07:54:17,2025-07-19 07:54:17,1,153.0,0.0,0,desktop,india,social media,0.0
session_2374,user_2151,2025-03-31 06:39:27,2025-03-31 06:41:52,2,169.0,1.0,0,desktop,australia,email,2.4166666666666665
session_2375,user_2222,2025-01-25 03:36:51,2025-01-25 03:43:53,5,519.0,5.0,1,desktop,germany,social media,7.033333333333333
session_2376,user_1974,2025-02-24 03:51:24,2025-02-24 03:54:17,2,296.0,5.0,0,tablet,india,google,2.8833333333333333
session_2377,user_1295,2025-06-02 23:17:04,2025-06-02 23:18:04,2,188.0,2.0,0,mobile,france,email,1.0
session_2378,user_2453,2025-05-09 17:43:11,2025-05-09 17:45:35,2,185.0,3.0,0,tablet,usa,social media,2.4
session_2379,user_1928,2025-01-18 00:51:59,2025-01-18 00:51:59,1,53.0,0.0,0,desktop,usa,social media,0.0
session_238,user_1429,2025-05-10 02:16:37,2025-05-10 02:21:03,3,421.0,3.0,0,tablet,germany,social media,4.433333333333334
session_2380,user_2888,2025-01-16 18:17:31,2025-01-16 18:19:52,2,212.0,0.0,0,tablet,australia,email,2.35
session_2381,user_1569,2025-01-17 19:23:48,2025-01-17 19:29:38,5,378.0,5.0,1,tablet,usa,email,5.833333333333333
session_2382,user_2204,2025-06-06 22:32:46,2025-06-06 22:37:01,5,282.0,3.0,1,tablet,australia,social media,4.25
session_2383,user_2316,2025-04-25 03:07:22,2025-04-25 03:07:22,1,94.0,0.0,0,mobile,usa,direct,0.0
session_2384,user_1070,2025-07-30 21:21:06,2025-07-30 21:23:16,2,164.0,1.0,0,desktop,canada,email,2.1666666666666665
session_2385,user_2997,2025-04-02 16:04:48,2025-04-02 16:05:37,2,75.0,0.0,0,mobile,uk,social media,0.8166666666666667
session_2386,user_1157,2025-03-01 13:32:20,2025-03-01 13:34:21,2,203.0,0.0,0,desktop,france,google,2.0166666666666666
session_2387,user_2794,2025-02-19 23:47:47,2025-02-19 23:48:51,2,138.0,1.0,0,mobile,germany,google,1.0666666666666667
session_2388,user_2634,2025-05-27 11:14:22,2025-05-27 11:21:37,5,588.0,3.0,1,mobile,uk,direct,7.25
session_2389,user_1606,2025-01-29 14:12:31,2025-01-29 14:14:51,3,195.0,3.0,0,tablet,canada,direct,2.3333333333333335
session_239,user_1652,2025-08-04 10:46:29,2025-08-04 10:46:29,1,53.0,0.0,0,mobile,uk,social media,0.0
session_2390,user_2105,2025-06-15 16:40:55,2025-06-15 16:41:16,2,55.0,1.0,0,tablet,canada,email,0.35
session_2391,user_1798,2025-05-29 18:08:34,2025-05-29 18:11:34,2,319.0,2.0,0,mobile,canada,social media,3.0
session_2392,user_2578,2025-06-27 06:02:21,2025-06-27 06:03:14,2,158.0,5.0,0,mobile,uk,email,0.8833333333333333
session_2393,user_2527,2025-03-28 17:54:19,2025-03-28 17:54:19,1,23.0,0.0,0,mobile,australia,social media,0.0
session_2394,user_2184,2025-06-13 11:27:36,2025-06-13 11:35:31,5,552.0,4.0,1,mobile,australia,email,7.916666666666667
session_2395,user_1778,2025-04-20 15:40:20,2025-04-20 15:49:24,5,629.0,2.0,1,tablet,germany,social media,9.066666666666666
session_2396,user_1224,2025-01-12 01:35:19,2025-01-12 01:35:19,1,79.0,0.0,0,desktop,india,social media,0.0
session_2397,user_1828,2025-06-13 06:10:00,2025-06-13 06:10:00,1,50.0,0.0,0,desktop,germany,google,0.0
session_2398,user_1124,2025-07-20 18:43:44,2025-07-20 18:46:21,2,243.0,0.0,0,tablet,usa,social media,2.6166666666666667
session_2399,user_2961,2025-08-04 03:10:20,2025-08-04 03:14:23,3,276.0,0.0,0,mobile,germany,google,4.05
session_24,user_2666,2025-05-29 02:09:07,2025-05-29 02:10:36,2,109.0,0.0,0,desktop,france,google,1.4833333333333334
session_240,user_1400,2025-06-10 16:22:48,2025-06-10 16:23:06,2,140.0,5.0,0,mobile,india,google,0.3
session_2400,user_1831,2025-02-16 22:38:40,2025-02-16 22:38:40,1,175.0,0.0,0,desktop,germany,direct,0.0
session_2401,user_2018,2025-04-17 03:41:20,2025-04-17 03:48:41,5,457.0,4.0,1,tablet,usa,google,7.35
session_2402,user_2955,2025-03-03 13:02:20,2025-03-03 13:04:42,2,212.0,0.0,0,tablet,canada,social media,2.3666666666666667
session_2403,user_2504,2025-02-04 20:52:46,2025-02-04 20:52:46,1,109.0,0.0,0,mobile,germany,direct,0.0
session_2404,user_2965,2025-04-29 04:07:33,2025-04-29 04:09:42,2,171.0,0.0,0,desktop,canada,direct,2.15
session_2405,user_1983,2025-08-16 10:00:33,2025-08-16 10:03:31,2,269.0,2.0,0,mobile,germany,email,2.966666666666667
session_2406,user_1255,2025-05-16 12:22:23,2025-05-16 12:24:01,2,196.0,0.0,0,mobile,canada,email,1.6333333333333333
session_2407,user_2468,2025-02-25 20:04:47,2025-02-25 20:14:49,5,732.0,1.0,1,desktop,india,direct,10.033333333333333
session_2408,user_2143,2025-06-05 11:27:50,2025-06-05 11:35:23,5,509.0,3.0,1,mobile,canada,social media,7.55
session_2409,user_1820,2025-04-25 15:47:13,2025-04-25 15:47:13,1,21.0,0.0,0,tablet,canada,email,0.0
session_241,user_2055,2025-01-29 14:01:14,2025-01-29 14:03:23,2,174.0,5.0,0,tablet,uk,google,2.15
session_2410,user_1372,2025-04-20 00:41:48,2025-04-20 00:46:47,5,418.0,1.0,1,tablet,france,google,4.983333333333333
session_2411,user_1599,2025-03-04 11:16:22,2025-03-04 11:17:19,2,90.0,0.0,0,desktop,france,social media,0.95
session_2412,user_2514,2025-08-26 21:18:39,2025-08-26 21:19:16,2,116.0,0.0,0,desktop,australia,direct,0.6166666666666667
session_2413,user_1625,2025-07-20 07:36:28,2025-07-20 07:39:32,5,298.0,4.0,1,desktop,usa,email,3.066666666666667
session_2414,user_2512,2025-01-01 17:01:33,2025-01-01 17:04:38,5,313.0,1.0,1,desktop,india,email,3.0833333333333335
session_2415,user_2380,2025-01-12 02:13:57,2025-01-12 02:13:57,1,149.0,0.0,0,tablet,india,google,0.0
session_2416,user_1042,2025-04-10 20:35:16,2025-04-10 20:44:07,5,553.0,3.0,1,mobile,india,google,8.85
session_2417,user_1868,2025-01-30 12:45:06,2025-01-30 12:49:55,5,421.0,5.0,1,tablet,france,social media,4.816666666666666
session_2418,user_2258,2025-08-19 05:05:24,2025-08-19 05:06:12,2,172.0,1.0,0,mobile,usa,direct,0.8
session_2419,user_1133,2025-06-25 04:02:55,2025-06-25 04:02:55,1,27.0,0.0,0,desktop,usa,social media,0.0
session_242,user_2239,2025-02-03 11:14:30,2025-02-03 11:19:24,5,405.0,2.0,1,desktop,uk,email,4.9
session_2420,user_2591,2025-01-01 05:21:25,2025-01-01 05:27:46,5,444.0,2.0,1,desktop,canada,email,6.35
session_2421,user_1618,2025-06-23 04:18:28,2025-06-23 04:18:51,2,84.0,2.0,0,mobile,india,social media,0.38333333333333336
session_2422,user_1500,2025-05-30 04:03:48,2025-05-30 04:04:37,2,193.0,3.0,0,mobile,india,google,0.8166666666666667
session_2423,user_1964,2025-03-06 17:08:54,2025-03-06 17:09:24,2,45.0,3.0,0,tablet,usa,google,0.5
session_2424,user_1107,2025-05-24 03:12:27,2025-05-24 03:20:35,5,577.0,1.0,1,desktop,usa,direct,8.133333333333333
session_2425,user_1289,2025-03-28 02:52:11,2025-03-28 02:55:26,3,341.0,3.0,0,desktop,uk,google,3.25
session_2426,user_2457,2025-08-09 11:55:58,2025-08-09 11:55:58,1,134.0,0.0,0,tablet,australia,google,0.0
session_2427,user_2293,2025-01-29 00:53:06,2025-01-29 01:00:51,5,493.0,1.0,1,mobile,germany,email,7.75
session_2428,user_2778,2025-04-08 21:22:33,2025-04-08 21:27:55,3,349.0,1.0,0,mobile,australia,social media,5.366666666666666
session_2429,user_1478,2025-01-22 08:26:08,2025-01-22 08:27:23,2,178.0,0.0,0,tablet,usa,google,1.25
session_243,user_2150,2025-06-07 17:28:28,2025-06-07 17:30:48,2,275.0,2.0,0,desktop,germany,social media,2.3333333333333335
session_2430,user_1935,2025-05-28 17:48:15,2025-05-28 17:50:06,2,188.0,0.0,0,tablet,canada,direct,1.85
session_2431,user_1860,2025-02-26 19:48:05,2025-02-26 19:48:53,2,206.0,4.0,0,desktop,canada,email,0.8
session_2432,user_2972,2025-07-08 22:03:40,2025-07-08 22:06:38,2,199.0,0.0,0,mobile,usa,social media,2.966666666666667
session_2433,user_2582,2025-05-04 08:27:13,2025-05-04 08:30:38,3,311.0,5.0,0,mobile,usa,social media,3.4166666666666665
session_2434,user_2366,2025-02-18 15:58:39,2025-02-18 15:58:39,1,116.0,0.0,0,tablet,germany,google,0.0
session_2435,user_1384,2025-06-15 21:16:58,2025-06-15 21:16:58,1,19.0,0.0,0,mobile,australia,social media,0.0
session_2436,user_2957,2025-01-22 19:19:09,2025-01-22 19:19:09,1,86.0,0.0,0,mobile,france,social media,0.0
session_2437,user_2232,2025-02-03 19:36:14,2025-02-03 19:38:02,3,146.0,5.0,0,tablet,india,direct,1.8
session_2438,user_2687,2025-05-12 11:50:05,2025-05-12 11:50:05,1,178.0,0.0,0,tablet,france,email,0.0
session_2439,user_1610,2025-03-25 02:05:46,2025-03-25 02:05:46,1,112.0,0.0,0,desktop,usa,google,0.0
session_244,user_2719,2025-04-21 06:48:53,2025-04-21 06:50:42,2,177.0,4.0,0,desktop,usa,direct,1.8166666666666667
session_2440,user_1783,2025-06-04 04:47:01,2025-06-04 04:47:53,2,173.0,0.0,0,mobile,australia,google,0.8666666666666667
session_2441,user_2043,2025-06-07 17:20:43,2025-06-07 17:22:29,3,136.0,1.0,0,mobile,france,email,1.7666666666666666
session_2442,user_2570,2025-03-06 06:09:39,2025-03-06 06:12:05,2,313.0,5.0,0,mobile,germany,direct,2.433333333333333
